sellerRating,OpenDayValue,Duration,EndDayValue, ClosePrice, OpenPrice,Competitive,USDClosePrice,USDOpenPrice,DollarOpen
158,7,5,5,1.23,1.23,0,1.4,1.4,1
1550,5,7,5,1.23,1.23,0,1.4,1.4,1
1550,5,7,5,1.23,1.23,0,1.4,1.4,1
1550,5,7,5,1.23,1.23,0,1.4,1.4,1
1550,5,7,5,1.23,1.23,0,1.4,1.4,1
945,5,7,5,1.49,1.49,0,1.49,1.49,1
1553,2,10,5,2.46,1.83,1,2.8,2.09,1
18,2,10,5,2.45,2.45,0,2.79,2.79,1
18,2,10,5,2.45,2.45,0,2.79,2.79,1
18,2,10,5,2.45,2.45,1,2.79,2.79,1
2507,2,10,5,2.45,2.45,0,2.79,2.79,1
2507,2,10,5,2.45,2.45,0,2.79,2.79,1
52,5,7,5,2,2,0,2,2,1
4390,5,7,5,2,2,0,2,2,1
3613,5,7,5,2.99,2.99,0,2.99,2.99,1
4390,5,7,5,2.99,2.99,1,2.99,2.99,1
618,5,7,5,3.69,3.69,0,4.21,4.21,1
4390,5,7,5,3.27,3.27,0,3.27,3.27,1
945,5,7,5,3.49,3.49,0,3.49,3.49,1
2349,2,10,5,20.5,0.6,1,20.5,0.6,3
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,0,3.6,3.6,1
2349,5,7,5,3.6,3.6,1,3.6,3.6,1
2349,5,7,5,3.6,3.6,1,3.6,3.6,1
2349,5,7,5,3.85,3.6,1,3.85,3.6,1
2349,5,7,5,3.85,3.6,1,3.85,3.6,1
2349,5,7,5,3.85,3.6,1,3.85,3.6,1
2349,5,7,5,3.85,3.6,1,3.85,3.6,1
2349,5,7,5,3.85,3.6,1,3.85,3.6,1
2349,5,7,5,3.85,3.6,1,3.85,3.6,1
2507,5,7,5,8.71,2.45,1,9.93,2.79,1
2349,5,7,5,4.12,3.6,1,4.12,3.6,1
2349,5,7,5,4.24,3.6,1,4.24,3.6,1
2349,5,7,5,4.35,3.6,1,4.35,3.6,1
2349,5,7,5,4.36,3.6,1,4.36,3.6,1
2349,5,7,5,4.36,3.6,1,4.36,3.6,1
2349,5,7,5,4.36,3.6,1,4.36,3.6,1
3613,5,7,5,3.99,3.99,0,3.99,3.99,1
3613,5,7,5,3.99,3.99,0,3.99,3.99,1
4390,5,7,5,3.99,3.99,0,3.99,3.99,1
4390,5,7,5,3.99,3.99,0,3.99,3.99,1
4390,5,7,5,3.99,3.99,0,3.99,3.99,1
4390,5,7,5,3.99,3.99,0,3.99,3.99,1
277,5,7,5,4.92,4.92,0,5.61,5.61,1
2349,5,7,5,4.51,3.6,1,4.51,3.6,1
2349,5,7,5,28.04,0.6,1,28.04,0.6,3
2349,5,7,5,4.7,3.6,1,4.7,3.6,1
3613,5,7,5,4.25,3.99,1,4.25,3.99,1
2349,5,7,5,4.81,3.6,1,4.81,3.6,1
2349,5,7,5,4.94,3.6,1,4.94,3.6,1
2349,5,7,5,5.01,3.6,1,5.01,3.6,1
2349,5,7,5,32.69,0.6,1,32.69,0.6,4
2349,5,7,5,5.5,3.6,1,5.5,3.6,1
2349,5,7,5,5.5,3.6,1,5.5,3.6,1
2349,5,7,5,5.51,3.6,1,5.51,3.6,1
2349,5,7,5,5.61,3.6,1,5.61,3.6,1
2349,5,7,5,5.61,3.6,1,5.61,3.6,1
3277,2,3,5,4.5,4.5,0,4.5,4.5,1
4397,5,7,5,4.5,4.5,0,4.5,4.5,1
4397,5,7,5,4.5,4.5,0,4.5,4.5,1
4390,5,7,5,5.27,3.99,1,5.27,3.99,1
2349,5,7,5,6.01,3.6,1,6.01,3.6,1
2349,5,7,5,6.19,3.6,1,6.19,3.6,1
2349,5,7,5,6.4,3.6,1,6.4,3.6,1
4390,5,7,5,4.95,4.95,0,4.95,4.95,1
2349,5,7,5,6.89,3.6,1,6.89,3.6,1
4398,7,5,5,4.99,4.99,0,4.99,4.99,1
4390,5,7,5,4.99,4.99,0,4.99,4.99,1
4390,5,7,5,4.99,4.99,0,4.99,4.99,1
4397,5,7,5,4.99,4.99,0,4.99,4.99,1
4397,5,7,5,4.99,4.99,0,4.99,4.99,1
4398,5,7,5,4.99,4.99,0,4.99,4.99,1
18,2,10,5,6.15,6.15,1,7.01,7.01,1
2349,5,7,5,7,3.6,1,7,3.6,1
4390,5,7,5,6.5,3.99,1,6.5,3.99,1
2349,5,7,5,7.5,3.6,1,7.5,3.6,1
4398,2,3,5,5.25,5.25,0,5.25,5.25,1
1310,7,5,5,6.85,6.15,1,7.81,7.01,1
2349,5,7,5,8,3.6,1,8,3.6,1
2349,5,7,5,8.26,3.6,1,8.26,3.6,1
4390,5,7,5,5.49,5.49,0,5.49,5.49,1
4390,5,7,5,5.49,5.49,0,5.49,5.49,1
4390,5,7,5,5.52,5.52,0,5.52,5.52,1
2349,5,7,5,8.5,3.6,1,8.5,3.6,1
2349,5,7,5,8.5,3.6,1,8.5,3.6,1
2349,5,7,5,8.5,3.6,1,8.5,3.6,1
2349,5,7,5,8.75,3.6,1,8.75,3.6,1
2349,5,7,5,9,3.6,1,9,3.6,1
2349,5,7,5,9.11,3.6,1,9.11,3.6,1
4398,7,5,5,5.75,5.75,0,5.75,5.75,1
4390,5,7,5,5.75,5.75,0,5.75,5.75,1
2349,5,7,5,9.26,3.6,1,9.26,3.6,1
2349,5,7,5,9.8,3.6,1,9.8,3.6,1
4390,5,7,5,5.99,5.99,0,5.99,5.99,1
2349,5,7,5,10.11,3.6,1,10.11,3.6,2
2349,5,7,5,10.5,3.6,1,10.5,3.6,2
2349,5,7,5,10.5,3.6,1,10.5,3.6,2
4390,5,7,5,6.53,5.99,1,6.53,5.99,1
2349,5,7,5,11.5,3.6,1,11.5,3.6,2
4390,5,7,5,6.49,6.49,0,6.49,6.49,1
2349,5,7,5,11.99,3.6,1,11.99,3.6,2
2349,5,7,5,12.03,3.6,1,12.03,3.6,2
2349,5,7,5,12.5,3.6,1,12.5,3.6,2
2349,5,7,5,13,3.6,1,13,3.6,2
2349,5,7,5,13.01,3.6,1,13.01,3.6,2
2349,5,7,5,13.26,3.6,1,13.26,3.6,2
1840,7,5,5,6.99,6.99,0,6.99,6.99,1
6655,7,5,5,6.99,6.99,0,6.99,6.99,1
3613,5,7,5,6.99,6.99,0,6.99,6.99,1
4390,5,7,5,6.99,6.99,0,6.99,6.99,1
4390,5,7,5,6.99,6.99,0,6.99,6.99,1
4390,5,7,5,6.99,6.99,0,6.99,6.99,1
4390,5,7,5,6.99,6.99,0,6.99,6.99,1
4390,5,7,5,6.99,6.99,0,6.99,6.99,1
4390,5,7,5,8.18,5.99,1,8.18,5.99,1
266,2,3,5,61,1.23,1,69.54,1.4,7
3613,5,7,5,12.55,3.99,1,12.55,3.99,2
266,2,3,5,62.09,1.23,1,70.78,1.4,7
2349,5,7,5,14.5,3.6,1,14.5,3.6,2
2349,5,7,5,15,3.6,1,15,3.6,2
2349,5,7,5,15.5,3.6,1,15.5,3.6,2
2349,5,7,5,17.1,3.6,1,17.1,3.6,2
2349,5,7,5,17.1,3.6,1,17.1,3.6,2
2349,5,7,5,17.26,3.6,1,17.26,3.6,2
2349,5,7,5,17.51,3.6,1,17.51,3.6,2
4390,5,7,5,7.95,7.95,1,7.95,7.95,1
266,2,3,5,78.32,1.23,1,89.28,1.4,8
3613,5,7,5,7.99,7.99,0,7.99,7.99,1
618,5,7,5,9.84,9.84,0,11.22,11.22,1
618,5,7,5,9.84,9.84,0,11.22,11.22,1
2349,5,7,5,18.26,3.6,1,18.26,3.6,2
2349,5,7,5,18.29,3.6,1,18.29,3.6,2
2349,5,7,5,18.61,3.6,1,18.61,3.6,2
4390,5,7,5,8.2,8.2,0,8.2,8.2,1
2349,5,7,5,19.5,3.6,1,19.5,3.6,2
2349,5,7,5,20,3.6,1,20,3.6,2
2349,5,7,5,20.5,3.6,1,20.5,3.6,3
618,5,7,5,18.45,6.15,0,21.03,7.01,2
4390,5,7,5,9.47,7.95,1,9.47,7.95,1
2349,5,7,5,23.09,3.6,1,23.09,3.6,3
2349,5,7,5,23.15,3.6,1,23.15,3.6,3
181,7,5,5,21.08,3.99,1,21.08,3.99,3
524,7,5,5,114.48,1.23,1,130.51,1.4,12
2349,5,7,5,26,3.6,1,26,3.6,3
2349,5,7,5,26.01,3.6,1,26.01,3.6,3
2507,2,10,5,16.6,8.6,1,18.92,9.8,2
4390,5,7,5,9.99,9.99,0,9.99,9.99,1
2349,5,7,5,28.87,3.6,1,28.87,3.6,3
2349,5,7,5,31.76,3.6,1,31.76,3.6,4
4390,5,7,5,11.5,9.99,1,11.5,9.99,2
2349,2,10,5,33.89,3.6,1,33.89,3.6,4
2349,5,7,5,41.51,3.6,1,41.51,3.6,5
131,2,10,5,16.5,9.99,1,16.5,9.99,2
2349,5,7,5,56.03,3.6,1,56.03,3.6,6
2349,5,7,5,66,3.6,1,66,3.6,7
1220,7,5,5,19.99,19.99,0,19.99,19.99,2
4390,5,7,5,19.99,19.99,0,19.99,19.99,2
4397,5,7,5,21.99,21.99,0,21.99,21.99,3
4390,5,7,5,27,27,0,27,27,3
4390,5,7,5,32.95,32.95,0,32.95,32.95,4
4390,5,7,5,41.49,41.49,0,41.49,41.49,5
2944,5,7,5,56.02,49.99,1,56.02,49.99,6
378,5,7,5,237.37,169.55,1,318.08,227.2,24
3115,2,7,2,0.01,0.01,0,0.01,0.01,1
3115,2,7,2,0.01,0.01,0,0.01,0.01,1
3115,2,7,2,0.01,0.01,0,0.01,0.01,1
3115,2,7,2,0.01,0.01,0,0.01,0.01,1
3115,2,7,2,0.01,0.01,1,0.01,0.01,1
3115,2,7,2,0.01,0.01,1,0.01,0.01,1
3115,2,7,2,2.31,0.01,1,2.31,0.01,1
793,2,3,5,0.99,0.99,1,0.99,0.99,1
113,7,5,5,1,1,0,1,1,1
23,2,10,5,1.23,1.23,0,1.4,1.4,1
3114,2,3,5,1.99,1.99,0,1.99,1.99,1
5701,2,10,5,2.45,2.45,0,2.79,2.79,1
2162,7,5,5,2.24,1.99,1,2.24,1.99,1
526,2,10,5,6.89,1.23,1,7.85,1.4,1
526,2,10,5,7.39,1.23,1,8.42,1.4,1
526,2,10,5,7.99,1.23,1,9.11,1.4,1
526,2,10,5,7.99,1.23,1,9.11,1.4,1
526,2,10,5,8.61,1.23,1,9.82,1.4,1
526,2,10,5,9.24,1.23,1,10.53,1.4,1
1390,5,7,5,8.91,8.91,0,11.94,11.94,1
8101,2,3,5,30.99,0.99,1,30.99,0.99,4
10067,2,3,5,6,6,0,6,6,1
106,5,7,5,49.26,1.23,1,56.16,1.4,5
71,5,7,5,55.94,1.23,1,63.77,1.4,6
351,2,3,5,6.95,6.95,0,6.95,6.95,1
351,2,3,5,6.95,6.95,0,6.95,6.95,1
1922,7,5,5,6.99,6.99,0,6.99,6.99,1
351,2,3,5,7.95,7.95,0,7.95,7.95,1
1390,5,7,5,14.26,14.26,0,19.11,19.11,2
1390,5,7,5,14.26,14.26,0,19.11,19.11,2
479,5,7,5,85.92,1.23,1,97.95,1.4,9
10,7,5,5,70,1,1,70,1,7
10067,2,3,5,8.5,8.5,0,8.5,8.5,1
10067,2,3,5,8.5,8.5,0,8.5,8.5,1
88,5,7,5,18.74,12.48,1,25.11,16.72,2
6904,4,1,5,8.87,8.87,0,8.87,8.87,1
351,2,3,5,9.95,9.95,0,9.95,9.95,1
18,2,3,5,9.99,9.99,0,9.99,9.99,1
957,7,5,5,9.99,9.99,0,9.99,9.99,1
688,5,7,5,9.99,9.99,0,9.99,9.99,1
9003,5,7,5,9.99,9.99,0,9.99,9.99,1
163,2,10,5,122.95,1.23,1,140.16,1.4,13
163,5,7,5,124.2,1.23,1,141.59,1.4,13
18,2,3,5,29.5,4,1,29.5,4,3
18,2,3,5,13,9.99,1,13,9.99,2
584,7,5,5,26,5,1,26,5,3
305,2,10,5,161.08,1.23,1,183.63,1.4,17
352,2,3,5,11.95,11.95,0,11.95,11.95,2
10067,2,3,5,12,12,0,12,12,2
10067,2,3,5,12,12,0,12,12,2
523,5,7,5,15.5,9.99,1,15.5,9.99,2
479,5,7,5,191.84,1.23,1,218.7,1.4,20
10067,2,3,5,12.5,12.5,0,12.5,12.5,2
10067,2,3,5,12.99,12.99,0,12.99,12.99,2
206,7,5,5,17.55,9.95,1,17.55,9.95,2
362,7,5,5,199,1,1,199,1,20
4457,2,3,5,15,15,0,15,15,2
10067,2,3,5,15,15,0,15,15,2
957,7,5,5,15.99,15.99,0,15.99,15.99,2
10067,2,3,5,16.5,16.5,0,16.5,16.5,2
2433,2,3,5,18,18,0,18,18,2
10067,2,3,5,18,18,0,18,18,2
10067,2,3,5,18.5,18,1,18.5,18,2
10067,2,3,5,18.99,18.99,0,18.99,18.99,2
1364,5,7,5,18.99,18.99,0,18.99,18.99,2
10067,2,3,5,19.5,19,1,19.5,19,2
10067,2,3,5,19.5,19.5,0,19.5,19.5,2
957,7,5,5,19.99,19.99,0,19.99,19.99,2
10067,2,3,5,21,21,0,21,21,3
10067,2,3,5,21,21,0,21,21,3
10067,2,3,5,21,21,0,21,21,3
10067,2,3,5,21,21,0,21,21,3
10067,2,3,5,21,21,0,21,21,3
10067,2,3,5,21,21,0,21,21,3
501,5,7,5,52,9,1,52,9,6
83,7,5,5,48,9.99,1,48,9.99,5
816,2,3,5,22,22,0,22,22,3
2433,2,3,5,22.5,22,1,22.5,22,3
8101,2,3,5,51,9.99,1,51,9.99,6
10067,2,3,5,23.5,23,1,23.5,23,3
32,5,7,5,730.47,1.23,1,832.74,1.4,74
351,2,3,5,24.95,24.95,0,24.95,24.95,3
10067,2,3,5,24.95,24.95,0,24.95,24.95,3
1163,5,7,5,24.99,24.99,0,24.99,24.99,3
45,7,5,5,863.28,1.23,1,984.14,1.4,87
536,2,10,5,97.15,11.07,0,110.75,12.62,10
112,7,5,5,28.99,28.99,0,28.99,28.99,3
816,7,5,5,29,29,0,29,29,3
33,5,7,5,91,10,1,91,10,10
1364,7,5,5,30.95,30.95,0,30.95,30.95,4
361,4,1,5,31,31,0,31,31,4
4457,5,7,5,32,32,0,32,32,4
29,7,5,5,43,24.99,1,43,24.99,5
352,7,5,5,32.95,32.95,0,32.95,32.95,4
2427,2,3,5,33.95,33.95,0,33.95,33.95,4
2427,2,3,5,33.95,33.95,0,33.95,33.95,4
2427,2,3,5,33.95,33.95,0,33.95,33.95,4
671,7,5,5,34.95,34.95,0,34.95,34.95,4
4457,5,7,5,35,35,0,35,35,4
1364,5,7,5,35.99,35.99,0,35.99,35.99,4
2427,2,3,5,38.95,33.95,1,38.95,33.95,4
10067,2,3,5,37.95,37.95,0,37.95,37.95,4
29,4,1,5,300,5,1,300,5,30
2427,2,3,5,38.99,38.99,0,38.99,38.99,4
2427,2,3,5,38.99,38.99,0,38.99,38.99,4
2427,2,3,5,38.99,38.99,0,38.99,38.99,4
10067,2,3,5,39.5,39.5,0,39.5,39.5,4
715,7,5,5,39.5,39.5,0,39.5,39.5,4
671,7,5,5,39.95,39.95,0,39.95,39.95,4
671,7,5,5,39.95,39.95,0,39.95,39.95,4
1364,5,7,5,42,42,0,42,42,5
10067,2,3,5,43.5,43.5,0,43.5,43.5,5
10067,2,3,5,43.5,43.5,0,43.5,43.5,5
1,7,5,5,197.5,9.99,1,197.5,9.99,20
671,7,5,5,44.95,44.95,0,44.95,44.95,5
671,7,5,5,44.95,44.95,0,44.95,44.95,5
1135,2,3,5,202.5,9.99,1,202.5,9.99,21
671,7,5,5,47.5,47.5,0,47.5,47.5,5
671,7,5,5,47.5,47.5,0,47.5,47.5,5
8,5,7,5,91,25,1,91,25,10
2992,2,3,5,49.95,49.95,0,49.95,49.95,5
352,7,5,5,49.95,49.95,0,49.95,49.95,5
10067,2,3,5,49.99,49.99,0,49.99,49.99,5
671,7,5,5,61,44.95,1,61,44.95,7
671,7,5,5,66.77,44.95,1,66.77,44.95,7
1948,5,7,5,157.54,19.95,1,157.54,19.95,16
10067,2,3,5,57,57,0,57,57,6
2992,2,3,5,59.95,59.95,0,59.95,59.95,6
133,5,7,5,104.49,35,1,104.49,35,11
1364,7,5,5,65.95,65.95,0,65.95,65.95,7
3246,2,3,5,67.95,67.95,0,67.95,67.95,7
2992,7,5,5,74,65,1,74,65,8
1364,5,7,5,76.5,76.5,0,76.5,76.5,8
2992,2,3,5,79,79,1,79,79,8
2992,7,5,5,82.95,82.95,0,82.95,82.95,9
1364,7,5,5,83.95,83.95,0,83.95,83.95,9
2992,7,5,5,86,82.95,1,86,82.95,9
1364,7,5,5,85,85,0,85,85,9
146,5,7,5,85,85,0,85,85,9
2992,7,5,5,93,82.95,1,93,82.95,10
1364,5,7,5,89,89,0,89,89,9
146,2,3,5,89.95,89.95,0,89.95,89.95,9
2992,2,3,5,89.95,89.95,0,89.95,89.95,9
2992,2,3,5,89.95,89.95,0,89.95,89.95,9
2992,2,3,5,89.95,89.95,0,89.95,89.95,9
2992,2,3,5,89.95,89.95,0,89.95,89.95,9
2992,2,3,5,89.95,89.95,0,89.95,89.95,9
146,7,5,5,89.95,89.95,0,89.95,89.95,9
1364,7,5,5,89.95,89.95,0,89.95,89.95,9
1364,5,7,5,90,90,0,90,90,9
10,7,5,5,170.5,50,1,170.5,50,18
2992,2,3,5,99.09,89.95,1,99.09,89.95,10
2992,2,3,5,95,95,0,95,95,10
146,7,5,5,95,95,0,95,95,10
2992,2,3,5,99.95,99.95,0,99.95,99.95,10
2992,2,3,5,99.95,99.95,0,99.95,99.95,10
1131,2,10,5,100,100,0,100,100,10
1364,7,5,5,108,108,0,108,108,11
146,7,5,5,115,115,0,115,115,12
1364,5,7,5,117,117,0,117,117,12
2992,2,3,5,121.5,119,1,121.5,119,13
2992,2,3,5,122.5,119,1,122.5,119,13
1364,5,7,5,128,128,0,128,128,13
1364,5,7,5,128,128,0,128,128,13
1364,5,7,5,135,132,1,135,132,14
1364,5,7,5,134,134,0,134,134,14
2992,2,3,5,169,169,0,169,169,17
2992,7,5,5,229.5,199,1,229.5,199,23
374,5,7,5,545,100,1,545,100,55
0,2,10,5,590,99,1,590,99,59
4,2,10,5,780.89,122.97,1,890.21,140.19,79
97,2,3,5,290,290,0,290,290,29
142,5,7,5,521.55,200,1,521.55,200,53
2992,7,5,5,359.95,359.95,0,359.95,359.95,36
21,7,5,5,610,300,1,610,300,61
1400,7,5,5,549,549,0,549,549,55
57,5,7,5,820,650,1,820,650,82
145,6,7,6,999,999,0,999,999,100
352,6,7,6,11.5,0.01,1,11.5,0.01,2
30,5,7,5,0.7,0.7,0,0.7,0.7,1
149,5,7,5,1.77,1.77,0,2.37,2.37,1
410,7,5,5,1.23,1.23,0,1.4,1.4,1
666,7,5,5,1.23,1.23,0,1.4,1.4,1
865,7,5,5,1.23,1.23,0,1.4,1.4,1
104,5,7,5,1.23,1.23,0,1.4,1.4,1
89,2,10,5,1.23,1.23,0,1.4,1.4,1
865,2,10,5,1.23,1.23,0,1.4,1.4,1
865,2,10,5,1.23,1.23,0,1.4,1.4,1
865,2,10,5,1.23,1.23,0,1.4,1.4,1
1386,2,10,5,1.23,1.23,0,1.4,1.4,1
2163,2,10,5,1.84,1.23,1,2.1,1.4,1
1553,2,10,5,1.71,1.71,0,1.95,1.95,1
201,5,7,5,2.66,2.66,0,3.56,3.56,1
2731,5,7,5,2.66,2.66,0,3.56,3.56,1
1553,2,10,5,1.83,1.83,0,2.09,2.09,1
1386,2,10,5,3.07,1.23,1,3.5,1.4,1
15,2,10,5,3.09,1.23,1,3.52,1.4,1
2731,5,7,5,3.57,2.66,1,4.78,3.56,1
268,2,10,5,2.46,1.85,1,2.8,2.1,1
83,2,10,5,6.47,1.23,1,7.38,1.4,1
638,2,3,5,2.99,2.99,0,2.99,2.99,1
3613,5,7,5,2.99,2.99,1,2.99,2.99,1
638,7,5,5,3.99,3.99,0,3.99,3.99,1
1464,5,7,5,3.99,3.99,0,3.99,3.99,1
1809,5,7,5,3.99,3.99,0,3.99,3.99,1
115,5,7,5,4,4,0,4,4,1
321,2,10,5,4.92,4.92,0,5.61,5.61,1
3864,5,7,5,4.24,3.99,1,4.24,3.99,1
3613,5,7,5,4.25,3.99,1,4.25,3.99,1
415,2,10,5,26.3,1.23,1,29.98,1.4,3
650,5,7,5,4.85,4.5,1,4.85,4.5,1
5,2,10,5,6.15,6.15,0,7.01,7.01,1
294,2,10,5,6.15,6.15,0,7.01,7.01,1
3864,5,7,5,9.59,2.99,1,9.59,2.99,1
3613,5,7,5,7.5,3.99,1,7.5,3.99,1
2191,5,7,5,5.99,5.99,0,5.99,5.99,1
3864,5,7,5,6.49,5.99,1,6.49,5.99,1
3864,5,7,5,10.5,4.99,1,10.5,4.99,2
212,5,7,5,9.01,6.99,1,9.01,6.99,1
88,5,7,5,15.26,13.37,1,20.45,17.91,2
1719,5,7,5,12.32,11.07,1,14.04,12.62,2
1256,5,7,5,9.99,9.99,0,9.99,9.99,1
2191,7,5,5,10.99,10.99,0,10.99,10.99,2
1719,4,1,5,24.23,11.93,0,27.62,13.6,3
